Date,Fechamento,Máxima,Mínima,Abertura,Volume
1998-04-17,9167.5,9167.5,9052.91015625,9077.5703125,62810000
1998-04-20,9141.83984375,9172.73046875,9091.51953125,9166.75,60310000
1998-04-21,9184.9404296875,9193.650390625,9098.25,9137.849609375,67520000
1998-04-22,9176.7197265625,9213.330078125,9165.259765625,9184.9296875,55020000
1998-04-23,9143.330078125,9209.099609375,9114.6904296875,9176.9599609375,66130000
1998-04-24,9064.6201171875,9160.01953125,9020.0302734375,9143.830078125,68360000
1998-04-27,8917.6396484375,9058.6396484375,8840.669921875,9058.1396484375,78750000
1998-04-28,8898.9599609375,9006.5703125,8863.580078125,8920.8798828125,63230000
1998-04-29,8951.51953125,8995.1103515625,8899.2099609375,8899.2099609375,51340000
1998-04-30,9063.3701171875,9128.6396484375,8953.509765625,8953.509765625,58810000
1998-05-01,9147.0703125,9147.8203125,9066.6103515625,9066.6103515625,50100000
1998-05-04,9192.66015625,9261.91015625,9145.330078125,9145.330078125,50980000
1998-05-05,9147.5703125,9198.1396484375,9104.4697265625,9192.66015625,42750000
1998-05-06,9054.650390625,9180.2001953125,9049.919921875,9146.1904296875,45340000
1998-05-07,8976.6796875,9055.650390625,8965.2197265625,9053.16015625,52340000
1998-05-08,9055.150390625,9095.75,8971.2001953125,8978.169921875,51560000
1998-05-11,9091.51953125,9189.669921875,9055.400390625,9055.509765625,56820000
1998-05-12,9161.76953125,9175.7197265625,9059.8798828125,9089.5302734375,56310000
1998-05-13,9211.83984375,9225.5400390625,9157.0302734375,9158.6201171875,59710000
1998-05-14,9172.23046875,9221.5595703125,9113.9404296875,9211.33984375,72870000
1998-05-15,9096.0,9186.1796875,9090.51953125,9170.33984375,65290000
1998-05-18,9050.91015625,9128.8896484375,8999.849609375,9092.9697265625,53140000
1998-05-19,9054.650390625,9113.4404296875,9038.2099609375,9052.16015625,55270000
1998-05-20,9171.48046875,9172.98046875,9052.01953125,9053.759765625,62430000
1998-05-21,9132.3701171875,9202.3701171875,9104.9697265625,9171.73046875,58660000
1998-05-22,9114.4404296875,9164.259765625,9077.3203125,9132.3701171875,34130000
1998-05-26,8963.73046875,9168.740234375,8962.73046875,9114.4404296875,43350000
1998-05-27,8936.5703125,8964.0595703125,8788.099609375,8963.8095703125,66910000
1998-05-28,8970.2001953125,8993.1201171875,8900.7001953125,8933.4697265625,47970000
1998-05-29,8899.9501953125,9027.0,8899.9501953125,8970.2001953125,49310000
1998-06-01,8922.3701171875,8981.41015625,8864.080078125,8900.9501953125,54770000
1998-06-02,8891.240234375,8976.6796875,8872.2998046875,8922.8701171875,55160000
1998-06-03,8803.7998046875,8928.349609375,8789.849609375,8889.4404296875,46970000
1998-06-04,8870.5595703125,8876.5400390625,8749.740234375,8804.2998046875,49950000
1998-06-05,9037.7099609375,9039.4599609375,8870.5595703125,8870.5595703125,53630000
1998-06-08,9069.599609375,9104.7197265625,9034.9697265625,9039.9501953125,49410000
1998-06-09,9049.919921875,9086.5400390625,9014.5400390625,9070.58984375,45310000
1998-06-10,8971.7001953125,9096.0,8952.26953125,9050.169921875,62720000
1998-06-11,8811.76953125,8993.6201171875,8808.5302734375,8971.7001953125,59840000
1998-06-12,8834.9404296875,8834.9404296875,8684.2197265625,8811.76953125,59700000
1998-06-15,8627.9296875,8831.9501953125,8623.1904296875,8831.9501953125,58000000
1998-06-16,8665.2900390625,8675.509765625,8569.8798828125,8635.150390625,68610000
1998-06-17,8829.4599609375,8892.48046875,8665.73046875,8666.23046875,72940000
1998-06-18,8813.009765625,8853.8701171875,8793.330078125,8824.919921875,64310000
1998-06-19,8712.8701171875,8861.83984375,8688.9599609375,8812.76953125,79840000
1998-06-22,8711.1298828125,8763.6904296875,8684.2197265625,8711.740234375,45540000
1998-06-23,8828.4599609375,8830.4501953125,8713.3701171875,8713.3701171875,54910000
1998-06-24,8923.8701171875,8934.330078125,8777.8896484375,8829.2099609375,73650000
1998-06-25,8935.580078125,9025.009765625,8915.400390625,8923.8701171875,68640000
1998-06-26,8944.5400390625,8991.6298828125,8934.080078125,8934.259765625,52140000
1998-06-29,8997.3603515625,9052.66015625,8945.5400390625,8945.5400390625,50170000
1998-06-30,8952.01953125,9020.51953125,8929.599609375,8994.7197265625,61360000
1998-07-01,9048.669921875,9049.169921875,8958.990234375,8958.990234375,66790000
1998-07-02,9025.259765625,9047.6796875,9003.330078125,9047.6796875,50060000
1998-07-06,9091.76953125,9091.76953125,9000.58984375,9023.0595703125,48820000
1998-07-07,9085.0400390625,9150.8095703125,9067.1103515625,9091.26953125,56520000
1998-07-08,9174.9697265625,9184.4404296875,9084.2998046875,9086.2900390625,59980000
1998-07-09,9089.7802734375,9174.9697265625,9065.6103515625,9174.9697265625,65780000
1998-07-10,9105.740234375,9135.599609375,9029.7900390625,9090.8095703125,67280000
1998-07-13,9096.2099609375,9132.76953125,9073.2998046875,9107.0302734375,57050000
1998-07-14,9245.5400390625,9256.6103515625,9098.5302734375,9100.0703125,61490000
1998-07-15,9234.4697265625,9305.5302734375,9228.0302734375,9246.5703125,75860000
1998-07-16,9328.1904296875,9332.3095703125,9206.150390625,9233.23046875,63190000
1998-07-17,9337.9697265625,9354.7099609375,9310.169921875,9328.1904296875,56870000
1998-07-20,9295.75,9367.83984375,9264.58984375,9340.5498046875,58490000
1998-07-21,9190.1904296875,9344.669921875,9173.9697265625,9296.259765625,75250000
1998-07-22,9128.91015625,9186.3701171875,9075.099609375,9185.7099609375,90780000
1998-07-23,8932.98046875,9156.4599609375,8932.98046875,9130.4599609375,9440000
1998-07-24,8937.3603515625,8998.3798828125,8863.2099609375,8934.51953125,83960000
1998-07-27,9028.240234375,9028.240234375,8855.740234375,8937.3603515625,73130000
1998-07-28,8934.7802734375,9028.5,8816.08984375,9028.5,77500000
1998-07-29,8914.9599609375,9001.2099609375,8880.7099609375,8935.8095703125,66510000
1998-07-30,9026.9501953125,9041.3701171875,8913.41015625,8913.41015625,73500000
1998-07-31,8883.2900390625,9030.0400390625,8828.1904296875,9026.9501953125,75420000
1998-08-03,8786.740234375,8886.1201171875,8785.9697265625,8883.2900390625,65830000
1998-08-04,8487.3095703125,8857.0302734375,8487.3095703125,8788.7998046875,96980000
1998-08-05,8546.7802734375,8574.849609375,8361.919921875,8486.01953125,98760000
1998-08-06,8577.6796875,8593.3798828125,8486.01953125,8546.1298828125,77090000
1998-08-07,8598.01953125,8710.01953125,8552.9599609375,8579.2197265625,80620000
1998-08-10,8574.849609375,8635.349609375,8543.1796875,8596.73046875,59290000
1998-08-11,8462.849609375,8570.83984375,8316.8701171875,8570.83984375,90960000
1998-08-12,8552.9599609375,8564.5498046875,8460.0595703125,8462.6298828125,72300000
1998-08-13,8459.5,8603.4296875,8459.5,8550.7001953125,71100000
1998-08-14,8425.0,8556.5703125,8380.7197265625,8458.990234375,83000000
1998-08-17,8574.849609375,8574.849609375,8368.6201171875,8419.9599609375,67560000
1998-08-18,8714.650390625,8730.6103515625,8568.1103515625,8572.490234375,66320000
1998-08-19,8693.2802734375,8753.7802734375,8663.41015625,8712.7001953125,55810000
1998-08-20,8611.41015625,8694.5703125,8604.9697265625,8694.0498046875,60590000
1998-08-21,8533.650390625,8608.0595703125,8328.2001953125,8607.7998046875,83410000
1998-08-24,8566.6103515625,8619.1298828125,8502.759765625,8533.650390625,61940000
1998-08-25,8602.650390625,8689.419921875,8538.5400390625,8568.41015625,65560000
1998-08-26,8523.349609375,8600.9296875,8467.48046875,8600.9296875,67770000
1998-08-27,8165.990234375,8518.349609375,8164.18994140625,8518.08984375,104250000
1998-08-28,8051.68017578125,8244.51953125,8011.52001953125,8164.18017578125,94630000
1998-08-31,7539.06982421875,8095.4501953125,7539.06982421875,8052.4501953125,117890000
1998-09-01,7827.43017578125,7897.97021484375,7400.2998046875,7545.759765625,147170000
1998-09-02,7782.3701171875,7952.56005859375,7767.43994140625,7824.169921875,95880000
1998-09-03,7682.22021484375,7781.33984375,7578.4599609375,7781.33984375,108280000
1998-09-04,7640.25,7760.75,7495.81005859375,7685.0498046875,96750000
1998-09-08,8020.77978515625,8033.14013671875,7645.14013671875,7645.14013671875,100540000
1998-09-09,7865.02001953125,8030.56982421875,7851.89013671875,8020.77978515625,85190000
1998-09-10,7615.5400390625,7858.06982421875,7519.5,7858.06982421875,101550000
1998-09-11,7795.5,7817.39013671875,7518.990234375,7612.18017578125,91320000
1998-09-14,7945.35009765625,8039.06005859375,7796.52978515625,7796.52978515625,89750000
1998-09-15,8024.39013671875,8035.72021484375,7881.5,7945.08984375,72890000
1998-09-16,8089.77978515625,8102.919921875,7962.85009765625,8026.1298828125,88360000
1998-09-17,7873.77001953125,8078.14990234375,7854.4599609375,8078.14990234375,71890000
1998-09-18,7895.66015625,7930.669921875,7827.93994140625,7876.35009765625,99090000
1998-09-21,7933.25,7945.35009765625,7711.0498046875,7889.330078125,77720000
1998-09-22,7897.2001953125,7986.7998046875,7855.75,7934.27978515625,70850000
1998-09-23,8154.41015625,8160.58984375,7896.43017578125,7897.2001953125,94270000
1998-09-24,8001.990234375,8182.47021484375,7935.81982421875,8152.35009765625,83180000
1998-09-25,8028.77001953125,8086.43994140625,7889.990234375,8001.990234375,79140000
1998-09-28,8108.83984375,8160.330078125,8026.169921875,8026.169921875,74480000
1998-09-29,8080.52001953125,8150.5498046875,8015.6298828125,8109.8701171875,81200000
1998-09-30,7842.6201171875,8079.490234375,7825.3701171875,8079.490234375,87640000
1998-10-01,7632.52978515625,7841.330078125,7582.83984375,7841.330078125,100930000
1998-10-02,7784.68994140625,7818.16015625,7530.31005859375,7631.240234375,102730000
1998-10-05,7726.240234375,7788.0400390625,7551.68017578125,7787.009765625,98080000
1998-10-06,7742.97998046875,7880.97998046875,7683.509765625,7733.97021484375,91560000
1998-10-07,7741.68994140625,7858.31982421875,7629.18017578125,7745.18017578125,105820000
1998-10-08,7731.91015625,7756.3701171875,7467.490234375,7734.47998046875,138480000
1998-10-09,7899.52001953125,7917.27978515625,7666.509765625,7734.740234375,101640000
1998-10-12,8001.47021484375,8084.64013671875,7900.5498046875,7900.5498046875,74370000
1998-10-13,7938.14013671875,8009.97021484375,7884.58984375,8002.5,78690000
1998-10-14,7968.77978515625,8048.330078125,7878.14990234375,7938.14013671875,80570000
1998-10-15,8299.3603515625,8347.759765625,7920.1201171875,7966.97021484375,99690000
1998-10-16,8416.759765625,8429.3798828125,8300.3896484375,8300.3896484375,126790000
1998-10-19,8466.4501953125,8515.3701171875,8388.9599609375,8415.48046875,72630000
1998-10-20,8505.849609375,8652.8603515625,8471.8603515625,8471.8603515625,99750000
1998-10-21,8519.23046875,8561.9697265625,8446.1201171875,8504.669921875,81660000
1998-10-22,8533.1396484375,8555.7900390625,8422.169921875,8519.0302734375,71460000
1998-10-23,8452.2900390625,8531.33984375,8426.8095703125,8531.33984375,64440000
1998-10-26,8432.2099609375,8521.0400390625,8408.009765625,8448.9501953125,57130000
1998-10-27,8366.0400390625,8533.1396484375,8346.2197265625,8433.240234375,75880000
1998-10-28,8371.9697265625,8432.98046875,8328.7099609375,8365.26953125,61660000
1998-10-29,8495.0302734375,8496.3203125,8352.400390625,8371.2197265625,61420000
1998-10-30,8592.099609375,8659.8095703125,8498.1201171875,8498.1201171875,70950000
1998-11-02,8706.150390625,8742.9697265625,8595.7001953125,8595.7001953125,80840000
1998-11-03,8706.150390625,8744.51953125,8677.580078125,8706.669921875,75340000
1998-11-04,8783.1396484375,8854.4501953125,8708.4697265625,8708.4697265625,87020000
1998-11-05,8915.4697265625,8917.26953125,8714.91015625,8782.1103515625,78000000
1998-11-06,8975.4599609375,8990.91015625,8897.1904296875,8915.33984375,67750000
1998-11-09,8897.9599609375,8985.5,8845.9599609375,8971.9697265625,61020000
1998-11-10,8863.98046875,8928.349609375,8854.7099609375,8895.169921875,72800000
1998-11-11,8823.8203125,8936.0703125,8792.66015625,8863.98046875,71300000
1998-11-12,8829.740234375,8907.75,8810.9404296875,8822.3203125,58850000
1998-11-13,8919.58984375,8925.509765625,8829.83984375,8830.6103515625,56060000
1998-11-16,9011.25,9030.2998046875,8920.8798828125,8921.1396484375,68030000
1998-11-17,8986.2802734375,9103.16015625,8929.1201171875,9010.990234375,83800000
1998-11-18,9041.1103515625,9041.1103515625,8957.1796875,8978.6201171875,63440000
1998-11-19,9056.0498046875,9087.7197265625,9010.73046875,9039.830078125,64210000
1998-11-20,9159.5498046875,9161.349609375,9058.6201171875,9058.6201171875,75920000
1998-11-23,9374.26953125,9374.26953125,9159.2900390625,9159.5498046875,84080000
1998-11-24,9301.150390625,9380.2001953125,9289.0498046875,9371.51953125,81140000
1998-11-25,9314.2802734375,9318.150390625,9252.490234375,9300.7802734375,58200000
1998-11-27,9333.080078125,9346.2099609375,9304.5,9311.849609375,29010000
1998-11-30,9116.5498046875,9333.080078125,9116.5498046875,9333.080078125,72220000
1998-12-01,9133.5400390625,9141.26953125,8987.8203125,9116.5498046875,87730000
1998-12-02,9064.5400390625,9129.7802734375,8955.1201171875,9129.7802734375,92350000
1998-12-03,8879.6796875,9082.5703125,8871.4501953125,9064.7998046875,78460000
1998-12-04,9016.1396484375,9025.150390625,8879.6796875,8879.6796875,69610000
1998-12-07,9070.4697265625,9084.1103515625,9003.7802734375,9017.169921875,53310000
1998-12-08,9027.98046875,9088.75,8946.6298828125,9070.4697265625,79240000
1998-12-09,9009.1904296875,9050.900390625,8968.509765625,9027.150390625,80310000
1998-12-10,8841.580078125,9012.7900390625,8823.2998046875,9008.419921875,95150000
1998-12-11,8821.759765625,8844.9296875,8730.099609375,8839.509765625,71700000
1998-12-14,8695.599609375,8820.73046875,8676.0302734375,8820.73046875,71520000
1998-12-15,8823.2998046875,8823.2998046875,8678.6103515625,8699.4599609375,77340000
1998-12-16,8790.599609375,8851.3603515625,8740.650390625,8823.2998046875,70310000
1998-12-17,8875.8203125,8879.9404296875,8785.75,8787.5498046875,71750000
1998-12-18,8903.6298828125,8928.599609375,8858.5703125,8877.6298828125,95150000
1998-12-21,8988.849609375,9079.2197265625,8898.740234375,8902.9697265625,77840000
1998-12-22,9044.4599609375,9069.4404296875,8948.6904296875,8989.1103515625,58510000
1998-12-23,9202.0302734375,9211.0400390625,9043.169921875,9044.7197265625,58320000
1998-12-24,9217.990234375,9245.5400390625,9178.599609375,9202.2900390625,20210000
1998-12-28,9226.75,9262.7900390625,9189.41015625,9220.5703125,45910000
1998-12-29,9320.98046875,9334.8798828125,9187.6103515625,9221.1103515625,51150000
1998-12-30,9274.6396484375,9326.3896484375,9268.2001953125,9320.98046875,48250000
1998-12-31,9181.4296875,9287.76953125,9181.4296875,9274.1201171875,53400000
1999-01-04,9184.26953125,9350.330078125,9122.4697265625,9184.009765625,89410000
1999-01-05,9311.1904296875,9338.740234375,9182.98046875,9184.7802734375,79860000
1999-01-06,9544.9697265625,9562.2197265625,9315.419921875,9315.419921875,103340000
1999-01-07,9537.759765625,9542.1396484375,9426.01953125,9542.1396484375,88290000
1999-01-08,9643.3203125,9647.9599609375,9525.41015625,9538.2802734375,103250000
1999-01-11,9619.8896484375,9643.3203125,9532.6103515625,9643.3203125,98720000
1999-01-12,9474.6796875,9620.150390625,9451.76953125,9618.8603515625,95680000
1999-01-13,9349.5595703125,9471.33984375,9213.099609375,9471.33984375,109060000
1999-01-14,9120.9296875,9359.080078125,9087.7197265625,9349.5595703125,90510000
1999-01-15,9340.5498046875,9342.6103515625,9127.16015625,9127.16015625,79440000
1999-01-19,9355.2197265625,9399.25,9210.009765625,9343.1201171875,76360000
1999-01-20,9335.91015625,9480.08984375,9300.900390625,9354.0498046875,105220000
1999-01-21,9264.080078125,9377.3603515625,9228.5498046875,9335.91015625,98340000
1999-01-22,9120.669921875,9264.58984375,9088.490234375,9264.080078125,93640000
1999-01-25,9203.3203125,9203.830078125,9063.259765625,9120.669921875,89250000
1999-01-26,9324.580078125,9329.990234375,9188.3798828125,9203.3203125,90780000
1999-01-27,9200.23046875,9385.8603515625,9195.33984375,9325.3603515625,88800000
1999-01-28,9281.330078125,9301.150390625,9203.5703125,9203.5703125,80490000
1999-01-29,9358.830078125,9383.2802734375,9224.169921875,9281.58984375,86050000
1999-02-01,9345.7001953125,9430.66015625,9341.580078125,9359.599609375,77790000
1999-02-02,9274.1201171875,9344.919921875,9198.169921875,9342.6103515625,82520000
1999-02-03,9366.8095703125,9398.2197265625,9239.6201171875,9272.580078125,89760000
1999-02-04,9304.5,9397.9599609375,9274.8896484375,9365.150390625,88340000
1999-02-05,9304.240234375,9347.240234375,9247.33984375,9305.01953125,88360000
1999-02-08,9291.1103515625,9334.8798828125,9209.240234375,9301.58984375,72880000
1999-02-09,9133.0302734375,9305.01953125,9123.25,9291.1103515625,73550000
1999-02-10,9177.3095703125,9183.490234375,9099.0400390625,9133.91015625,86030000
1999-02-11,9363.4599609375,9363.4599609375,9143.330078125,9175.0498046875,87430000
1999-02-12,9274.8896484375,9389.98046875,9228.0302734375,9367.3203125,78430000
1999-02-16,9297.0302734375,9387.66015625,9234.73046875,9277.3095703125,76970000
